uid,object_id,seen,description
576a79f2-f268-4c70-ba92-9222db84c279,6,no,The object is a mix of a circle (almost like a donut) with a hole in the center and a 3D triangle laid flat on top.
576a79f2-f268-4c70-ba92-9222db84c279,23,no,Triangular shaped object with a hole in the center and an octagon on each of the three sides. 
576a79f2-f268-4c70-ba92-9222db84c279,29,yes,"This object reminds me of a ring, except for the squares on the sides of the ring shaped object. The pink represents the diamond or other gem."
576a79f2-f268-4c70-ba92-9222db84c279,9,yes,The object looks like a house.
576a79f2-f268-4c70-ba92-9222db84c279,10,yes,This looks like the wobbuffet pokemon from the Pokemon anime.
576a79f2-f268-4c70-ba92-9222db84c279,16,yes,This object is shaped like a dumbbell. 
576a79f2-f268-4c70-ba92-9222db84c279,27,no,The object is shaped as though it has antennas with a pentagon in the center.
576a79f2-f268-4c70-ba92-9222db84c279,13,yes,Looks like a automatic vacuum cleaner 
576a79f2-f268-4c70-ba92-9222db84c279,14,yes,Looks like a manual car wash.
576a79f2-f268-4c70-ba92-9222db84c279,20,no,The center is shaped like a Matryoshka doll except with coned shaped objects sticking out from each side. 
576a79f2-f268-4c70-ba92-9222db84c279,30,yes,"Though not exactly, the shape reminds me of a four leaf clover. "
576a79f2-f268-4c70-ba92-9222db84c279,19,yes,A shake weight
576a79f2-f268-4c70-ba92-9222db84c279,3,yes,A stamp
576a79f2-f268-4c70-ba92-9222db84c279,21,yes,a butterfly
576a79f2-f268-4c70-ba92-9222db84c279,2,yes,a roller weight
576a79f2-f268-4c70-ba92-9222db84c279,12,yes,a claw machine retrieving a another object
576a79f2-f268-4c70-ba92-9222db84c279,22,no,An X-shaped center object with four oval shaped objects on each 4 ends. 
576a79f2-f268-4c70-ba92-9222db84c279,24,no,An oval shaped object surrounding a V-shaped object.
576a79f2-f268-4c70-ba92-9222db84c279,25,no,A circular shape object at the bottom of a cylinder-like object. There is a hexagon running through at the center of it. 
576a79f2-f268-4c70-ba92-9222db84c279,17,no,The three objects on top look like spikes from a dinosaur 
576a79f2-f268-4c70-ba92-9222db84c279,1,yes,The top looks like a rainbow
576a79f2-f268-4c70-ba92-9222db84c279,8,yes,A light stick 
576a79f2-f268-4c70-ba92-9222db84c279,26,yes,a baby's toy
576a79f2-f268-4c70-ba92-9222db84c279,7,yes,a tree or a pear
576a79f2-f268-4c70-ba92-9222db84c279,5,yes,a mushroom
576a79f2-f268-4c70-ba92-9222db84c279,11,yes,a star-shaped object with three circles attached to each side and a square-shaped object through it.
b66ff437-c53b-4587-a16d-a08b0a1b5a69,16,yes,A dumbbell
b66ff437-c53b-4587-a16d-a08b0a1b5a69,20,no,It is a trapezoid shaped object with 4 protrusions that are relatively thick
b66ff437-c53b-4587-a16d-a08b0a1b5a69,26,no,It is a circular object with 3 protruding legs 
b66ff437-c53b-4587-a16d-a08b0a1b5a69,15,yes,A flower
b66ff437-c53b-4587-a16d-a08b0a1b5a69,13,no,It is a trapezium shaped object with two circular domes on top and two triangular prisms on the sides
b66ff437-c53b-4587-a16d-a08b0a1b5a69,25,yes,A cross
b66ff437-c53b-4587-a16d-a08b0a1b5a69,27,no,A rectangular object on the bottom with a octagonal structure on top with two protruding long octagonal prism on its sides
b66ff437-c53b-4587-a16d-a08b0a1b5a69,8,no,It is an octagonal prism on the bottom with an oval shaped prism on top. It is merged with a cylinder with a short side length. In the middle of the cylinder is a cut-out shape of a pentagon prism
b66ff437-c53b-4587-a16d-a08b0a1b5a69,10,no,It is an elongated door knob shape with 4 dome shaped attachments spread across its middle parts and 1 dome shaped attachment atop 
b66ff437-c53b-4587-a16d-a08b0a1b5a69,12,no,It has a sphere at the bottom and an elongated circular shape on top of it. Attached to both shapes is 2 handle with rectangular sides on each side
b66ff437-c53b-4587-a16d-a08b0a1b5a69,22,no,It is 4 identical elongated spherical shapes attached together with the middle attaching all 4
b66ff437-c53b-4587-a16d-a08b0a1b5a69,9,yes,A house
b66ff437-c53b-4587-a16d-a08b0a1b5a69,3,no,It is an octagonal prism shape with 3 triangular prisms attached on symmetrical parts of the octagonal prism. In the middle is a protrusion of another smaller octangular prism
b66ff437-c53b-4587-a16d-a08b0a1b5a69,18,yes,Conjoined prisms
b66ff437-c53b-4587-a16d-a08b0a1b5a69,21,no,It is two triangular prisms merged together with two attachments on each side that resembles a rectangular prism
b66ff437-c53b-4587-a16d-a08b0a1b5a69,19,yes,A Yoyo
b66ff437-c53b-4587-a16d-a08b0a1b5a69,4,no,"2 cuboids connected with a cylinder, with another rectangular prism on top in the middle of the two cuboids. There is a symmetrical protrusion of a cylinder on two of the sides"
b66ff437-c53b-4587-a16d-a08b0a1b5a69,30,yes,Clover
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,20,no,It looks like a elogated mushroom top with 4 cylinders decorating the outside
b66ff437-c53b-4587-a16d-a08b0a1b5a69,23,no,There is a triangular prism in the middle with rounded edges. There is a cut out of a triangular shape in the middle of the prism. Attached to the 3 sides is an octagonal prism each
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,27,no,its a square ontop of a hexagon and 2 crystals sticking out of it 
b66ff437-c53b-4587-a16d-a08b0a1b5a69,11,no,"A diamond prism with a dome shaped attachment on 4 of the sunken in sides, and 2 square shaped yet rounded out attachments on the front sides"
b66ff437-c53b-4587-a16d-a08b0a1b5a69,7,no,"A pear shaped elongated, rounded out shape on top of a short cylinder, with 2 attachments of longer cylinder shapes on 2 of the sides"
b66ff437-c53b-4587-a16d-a08b0a1b5a69,17,no,I am not sure how to explain it.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,16,no,Its a pentagon interconnected with a rectangle 
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,29,no,Its the shape of an engagement ring with squares on the side of it
b66ff437-c53b-4587-a16d-a08b0a1b5a69,14,no,"3 identical shapes of rectangular prisms with an inflated rectangular shape on top, and another eye-shaped object on top"
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,25,no,Its a cylinder with a block thru it and a circle as a stance
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,6,no,Its a donut shaped object with a block and triangle on the side that was bitten
b66ff437-c53b-4587-a16d-a08b0a1b5a69,24,no,There is a circular prism in the middle with the circular side itself attached to the ground. There are 2 protrusions of circular prisms with rounded out edges attached to the two sides of the original circular prism at a slanted angle
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,2,no,a pacifier shaped
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,23,no,triangle with octahedron on each side
b66ff437-c53b-4587-a16d-a08b0a1b5a69,28,no,There semi-circular prisms that are seperated by 2 rectangular prisms with rounded out edges 
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,21,no,butterfly shaped 
b66ff437-c53b-4587-a16d-a08b0a1b5a69,29,no,There are two rectangular prisms that are connected to a ring like structure. One of the sides of the ring is intercepted by a square based object
b66ff437-c53b-4587-a16d-a08b0a1b5a69,2,no,There is a spherical structure connected to a flatter but wider circular prism and then a narrower circular prism and then the same flatter but wider circular prism and then attached to half a sphere
b66ff437-c53b-4587-a16d-a08b0a1b5a69,6,no,A ring like circular prism structure where 1 quarter of it is non-existent. IN that area is a rectangular prism structure with a triangular prism sitting on top of it
b66ff437-c53b-4587-a16d-a08b0a1b5a69,5,yes,Phallic structure/rocket
b66ff437-c53b-4587-a16d-a08b0a1b5a69,1,yes,Rainbow
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,19,no,a cylinder thru 3 objects that resemble cake holder
80becac7-616f-4260-ba7e-02ef21262d26,10,yes,It looks like a fire hydrant.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,24,no,a circle with a cheese stick shaped thru it 
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,5,no,tree shaped object with a half circle wide base 
80becac7-616f-4260-ba7e-02ef21262d26,4,no,"Three boxes, two on the bottom connected by a tube, and one in the middle of the gap between the two boxes. The top box has a circle on it."
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,8,no,"a pentagon cookie cutter that is held with a stand, almost wand shaped "
80becac7-616f-4260-ba7e-02ef21262d26,23,yes,It looks like a perfume bottle.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,30,no,it looks like a 4 leaf clover ... 4 sided heart shaped object
80becac7-616f-4260-ba7e-02ef21262d26,6,yes,It looks like an abstract bench with stuff on it.
80becac7-616f-4260-ba7e-02ef21262d26,27,yes,It looks like a walkie talkie.
80becac7-616f-4260-ba7e-02ef21262d26,24,yes,It looks like one of those rolling things you can use to exercise your core.
80becac7-616f-4260-ba7e-02ef21262d26,22,yes,It looks like an X chromosome.
80becac7-616f-4260-ba7e-02ef21262d26,21,yes,It looks like a butterfly.
80becac7-616f-4260-ba7e-02ef21262d26,17,yes,It looks like an old game console controller.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,10,no,a ballon shaped object decorated with half circle dots
80becac7-616f-4260-ba7e-02ef21262d26,11,no,"It looks like a diamond with semi-circles on each of its sides, and a square in the middle."
80becac7-616f-4260-ba7e-02ef21262d26,29,yes,It looks like an F1 steering wheel.
80becac7-616f-4260-ba7e-02ef21262d26,9,yes,It looks like a house.
80becac7-616f-4260-ba7e-02ef21262d26,25,yes,It looks like a signpost.
80becac7-616f-4260-ba7e-02ef21262d26,7,yes,It looks like a person.
80becac7-616f-4260-ba7e-02ef21262d26,14,yes,It looks like a gas station.
80becac7-616f-4260-ba7e-02ef21262d26,1,yes,It looks like a purse.
80becac7-616f-4260-ba7e-02ef21262d26,16,yes,It looks like a dumbbell.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,17,no,"Half shaped diamond stance with 3 diamonds on top, almost a ring pop shape"
80becac7-616f-4260-ba7e-02ef21262d26,30,yes,It looks like popcorn.
80becac7-616f-4260-ba7e-02ef21262d26,20,yes,It looks like a mushroom.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,12,no,circle with egg ontop and handles on the side
80becac7-616f-4260-ba7e-02ef21262d26,2,yes,It looks like a rolling pin.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,7,no,a blob christmas tree
80becac7-616f-4260-ba7e-02ef21262d26,28,no,Two semi-circles sandwiching two rectangles.
80becac7-616f-4260-ba7e-02ef21262d26,19,yes,It looks like a yo-yo.
80becac7-616f-4260-ba7e-02ef21262d26,13,yes,It looks like the head of a razor.
80becac7-616f-4260-ba7e-02ef21262d26,5,yes,It looks like the top bit of a plunger.
80becac7-616f-4260-ba7e-02ef21262d26,8,yes,Looks like part of a tool.
80becac7-616f-4260-ba7e-02ef21262d26,12,no,"An egg sitting on top of a sphere, both enclosed by two halves of a hexagon."
80becac7-616f-4260-ba7e-02ef21262d26,26,yes,Looks like a fidget toy.
80becac7-616f-4260-ba7e-02ef21262d26,15,yes,Looks like a snowflake.
80becac7-616f-4260-ba7e-02ef21262d26,18,yes,Looks like a stress toy.
80becac7-616f-4260-ba7e-02ef21262d26,3,yes,Looks like a spinning top.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,14,no,"3 crystals base with a rectangle on it, it looks like a hut"
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,22,no,X shaped with blobs on the ends
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,28,no,curved circle split by square blobs
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,26,no,tennis ball with 3 circle blob feet 
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,1,no,rainbow shaped held by a rainbow bowl stance with half circle accessory   
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,13,no,it looks like a x-box controller with only 2 buttons
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,18,no,an apple with triangles on its sides
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,11,no,a diamond with a square in the middle and 4 dots on the sides.
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,3,yes,unreleased minecraft flower
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,4,yes,clock building 
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,15,yes,atom
448f0827-f1f7-4aa8-8d75-8fb6c8880a63,9,yes,a farm 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,26,no,this is a round ball with three nubs
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,5,yes,the base of a ring toss
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,20,no,a weird fire hydrant 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,29,no,a circle with a square and a trapezoid on a rectangle 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,19,yes,back massager 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,7,yes,a connector for 2 pipes
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,21,yes,a kitchen sponge 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,9,yes,a children's house 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,15,yes,a 3d astrick
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,22,no,three rounded shaves connected with an x 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,16,no,2 pentagons connected 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,25,yes,a sign
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,27,no,an octagon with 2 quartz shapes sticking out
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,24,yes,a certain type of wheel 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,28,no,a circle with two rounded cubes 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,3,no,a weird Minecraft looking thing 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,18,no,two leaf like shapes and a rounded quadrant 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,1,no,a rainbow onto of a couple other shapes
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,12,no,an egg shape connected to a sphere 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,17,yes,a cactus or outlet I can't place it but I have seen this before 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,8,yes,the inside of a rench 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,30,yes,a bunch of hearts connected
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,23,yes,a connector piece 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,2,yes,a door knob
a3ebdf45-650d-4afb-9194-50cd5baca542,2,yes,"I have seen it, but I don't know the name."
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,14,no,a box with three things 
a3ebdf45-650d-4afb-9194-50cd5baca542,26,yes,Massager 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,13,no,two buttons on a pyramid 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,4,no,boxes stacked on each other 
a3ebdf45-650d-4afb-9194-50cd5baca542,4,no,"The object looks like a weight with a cube that is by the handle, and the cube  has a stick in between."
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,11,yes,a star decoration 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,10,yes,a clown 
a19d31ef-6c5f-4622-b0e2-efcd50a2eef7,6,no,the comedy central logo with a twist 
a3ebdf45-650d-4afb-9194-50cd5baca542,29,no,It is a circle with two square in between and another on top.
a3ebdf45-650d-4afb-9194-50cd5baca542,25,no,The object looks like a cylinder with a circle cut in half at the bottom and a kind of rectangle incrusted at the top.
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,20,no,a cone item with four blocks attached to it
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,13,no,a trapezoid with two items attached to the top
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,15,no,something like balloons tied up together
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,22,yes,a 3d versioned X
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,22,yes,a 3d versioned X
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,19,yes,a child's toy probably 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,21,no,bookshelf-resembled 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,25,yes,toy hammer 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,11,no,polygon with abnormal shape 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,9,yes,toy house
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,6,yes,the icon of some websites
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,10,no,"five balls attached to a smooth, cylindrical subject "
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,4,yes,pencil sharpener
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,30,no,four hearts attached together with decorations on the sides
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,14,yes,some kind of cleaning tools perhaps 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,16,yes,dumbbell 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,29,no,three objects attached to a circle 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,3,yes,a screw
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,12,yes,something used by weightlifter 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,23,yes,recycle icon
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,7,yes,bobo dall 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,24,no,two rectangles attached to a ring pointing up-right 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,5,yes,child's toy
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,2,no,two chess pieces sticked together 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,27,yes,keychain with keys sticking to the top
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,8,yes,lollipop 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,26,no,several ovals attached to a circle on one side 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,18,no,something symmetrical 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,17,no,a base attached to three smaller objects on the top 
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,28,no,two cases attached to a ring
9c4c0c26-2acd-43ef-a90e-2c61f99bad44,1,no,house-resembled subject with shapes randomly attaching to one another 
3b89f8a2-b63a-4f34-80de-37af313f1ea1,7,no,It looks like a scarecrow.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,1,no,"it looks a Lego house. Also, Luigi's head in the Mario brothers' game."
7d5aee15-3b59-4fdb-bc6f-9090960724d1,15,no,Flower like balloons
7d5aee15-3b59-4fdb-bc6f-9090960724d1,22,yes,eggplant
7d5aee15-3b59-4fdb-bc6f-9090960724d1,3,yes,short table
7d5aee15-3b59-4fdb-bc6f-9090960724d1,26,no,a few circles
7d5aee15-3b59-4fdb-bc6f-9090960724d1,8,no,pentagon in a circle on a pole
7d5aee15-3b59-4fdb-bc6f-9090960724d1,5,yes,fire hydrant
7d5aee15-3b59-4fdb-bc6f-9090960724d1,28,no,hamburger like thing
7d5aee15-3b59-4fdb-bc6f-9090960724d1,24,no,slanted pole in cirlce
3b89f8a2-b63a-4f34-80de-37af313f1ea1,6,yes,"In my view, it looks like a lock."
7d5aee15-3b59-4fdb-bc6f-9090960724d1,16,yes,dumbbell
7d5aee15-3b59-4fdb-bc6f-9090960724d1,10,yes,the thing you put in water
7d5aee15-3b59-4fdb-bc6f-9090960724d1,4,yes,stairs
7d5aee15-3b59-4fdb-bc6f-9090960724d1,20,yes,fire hydrant
3b89f8a2-b63a-4f34-80de-37af313f1ea1,15,yes,"It looks a traditional Japanese candy called Konpeitou. Or, a star."
7d5aee15-3b59-4fdb-bc6f-9090960724d1,11,no,polygon with circles
7d5aee15-3b59-4fdb-bc6f-9090960724d1,30,yes,flower
7d5aee15-3b59-4fdb-bc6f-9090960724d1,17,no,three cylindrical shapes on a platform
7d5aee15-3b59-4fdb-bc6f-9090960724d1,29,no,a ring
7d5aee15-3b59-4fdb-bc6f-9090960724d1,18,no,
7d5aee15-3b59-4fdb-bc6f-9090960724d1,23,no,hollow triangle with three rectangular boxes on the side
3b89f8a2-b63a-4f34-80de-37af313f1ea1,9,yes,"When I was a child, I used to be playing house. It looks a house and reminds me of my childhood."
7d5aee15-3b59-4fdb-bc6f-9090960724d1,2,no,dumbbell like shape with a circle on the side
7d5aee15-3b59-4fdb-bc6f-9090960724d1,7,yes,tree
7d5aee15-3b59-4fdb-bc6f-9090960724d1,25,no,a pole with a rectangle sticking across it
3b89f8a2-b63a-4f34-80de-37af313f1ea1,19,yes,It looks a spinning top.
7d5aee15-3b59-4fdb-bc6f-9090960724d1,14,yes,villa
7d5aee15-3b59-4fdb-bc6f-9090960724d1,9,yes,house
7d5aee15-3b59-4fdb-bc6f-9090960724d1,12,no,two eggs
7d5aee15-3b59-4fdb-bc6f-9090960724d1,21,no,two triangles interconnecting
7d5aee15-3b59-4fdb-bc6f-9090960724d1,13,no,building like with two circles on top
7d5aee15-3b59-4fdb-bc6f-9090960724d1,19,yes,dumbbell
7d5aee15-3b59-4fdb-bc6f-9090960724d1,27,no,two arrows stuck in a box
3b89f8a2-b63a-4f34-80de-37af313f1ea1,4,yes,It looks playground equipment in a park.
7d5aee15-3b59-4fdb-bc6f-9090960724d1,1,no,rainbow shape on a box
7d5aee15-3b59-4fdb-bc6f-9090960724d1,6,no,hollow circle with a triangle
3b89f8a2-b63a-4f34-80de-37af313f1ea1,29,yes,"My grandmother's jewelry, especially, a ring."
3b89f8a2-b63a-4f34-80de-37af313f1ea1,14,yes,My high school building.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,26,yes,A hand massage machine.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,5,yes,A lid.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,22,yes,It could be an anther.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,3,yes,A cork for a wine bottle.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,13,yes,Buttons for a quiz show.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,11,yes,A throwing knife.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,17,yes,A crown.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,8,yes,A nut.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,28,yes,Exercise equipment for keeping balance. 
3b89f8a2-b63a-4f34-80de-37af313f1ea1,24,yes,Workout equipment for abdominal exercise. 
3b89f8a2-b63a-4f34-80de-37af313f1ea1,20,no,"Someone's hat, especially for fashion industry people."
3b89f8a2-b63a-4f34-80de-37af313f1ea1,16,yes,An adjustable dumbbell for muscle training.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,23,yes,An extension cable cord.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,27,yes,Shifter levers for a bulldozer.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,21,yes,A wooden fan for a Sumo wrestling judge. 
3b89f8a2-b63a-4f34-80de-37af313f1ea1,25,yes,A date stamp at airport immigration control.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,18,no,The object looks like two people are hugging each other.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,12,no,It looks a part of laboratory equipment. It could observe hardness of a target object.
3b89f8a2-b63a-4f34-80de-37af313f1ea1,2,no,This could be a foot massage tool. It could be used for people who are struggling with muscle spasms.  
3b89f8a2-b63a-4f34-80de-37af313f1ea1,10,no,It looks like medical equipment. It could be used for the three dimension image for brain surgery. 
3b89f8a2-b63a-4f34-80de-37af313f1ea1,30,yes,A flower bouquet.
a3ebdf45-650d-4afb-9194-50cd5baca542,20,no,It looks like a toy with things peaking out of it
a3ebdf45-650d-4afb-9194-50cd5baca542,30,no,It looks like a bunch of hearts together
a3ebdf45-650d-4afb-9194-50cd5baca542,22,no,It looks like a X
a3ebdf45-650d-4afb-9194-50cd5baca542,10,no,It looks like a animation char
a3ebdf45-650d-4afb-9194-50cd5baca542,11,yes,Children's toy
a3ebdf45-650d-4afb-9194-50cd5baca542,12,yes,it looks like a insect 
a3ebdf45-650d-4afb-9194-50cd5baca542,28,yes,Looks like a stretch object
a3ebdf45-650d-4afb-9194-50cd5baca542,21,yes,butterfly
a3ebdf45-650d-4afb-9194-50cd5baca542,14,yes,scrub brush 
a3ebdf45-650d-4afb-9194-50cd5baca542,9,yes,house
a3ebdf45-650d-4afb-9194-50cd5baca542,1,yes,basket 
a3ebdf45-650d-4afb-9194-50cd5baca542,5,yes,upside down cup
a3ebdf45-650d-4afb-9194-50cd5baca542,13,no,it looks like a rectangle and to circle on top
a3ebdf45-650d-4afb-9194-50cd5baca542,15,yes,toy
a3ebdf45-650d-4afb-9194-50cd5baca542,18,no,It looks like 2 objects incrusted. 
a3ebdf45-650d-4afb-9194-50cd5baca542,16,no,weight
a3ebdf45-650d-4afb-9194-50cd5baca542,19,yes,toy
a3ebdf45-650d-4afb-9194-50cd5baca542,17,yes,gap
a3ebdf45-650d-4afb-9194-50cd5baca542,23,no,trinagle with rectangles on each side
a3ebdf45-650d-4afb-9194-50cd5baca542,6,no,circle with 1/4 cut out and a triangle on it
a3ebdf45-650d-4afb-9194-50cd5baca542,8,yes,screw
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,2,no,"The object is like a short spool of thread with two shapes attached to each end: one shape that is almost fully a sphere but slightly cut off, and then a shape that is a sphere sliced in half."
a3ebdf45-650d-4afb-9194-50cd5baca542,7,no,animated tree with a cylinder withing
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,25,no,Object is kind of shaped like a Roblox character. It looks like a hammer with a plunger like bottom 
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,27,no,It is like two screwdrivers attached to a hexagon. It is sitting on a box like object 
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,22,no,"The object is X-shaped, but with spheres on each end of the X. It kind of looks like four ice creams attached at the cone. "
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,5,no,"The top looks like a circus tent, on top of two cones that are stacked on top of each other. The bottom looks like the bottom of a pawn piece from chess "
a3ebdf45-650d-4afb-9194-50cd5baca542,24,no,circle with a V shape object in the middle
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,9,no,"The shape looks like a house, but with earmuffs. The earmuffs are shaped like a long oval cut in half "
a3ebdf45-650d-4afb-9194-50cd5baca542,27,no,insect head
a3ebdf45-650d-4afb-9194-50cd5baca542,3,yes,flower
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,13,no,"On top of a trapezoid there are two button like objects. On each side (left and right) of the trapezoid, there are shapes that look like Toblerones  "
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,8,no,"The object looks like a lollipop or a flower. First, there is a cylinder with a pentagon (point facing upward) punched through the center. at the bottom there are leaf like shapes that are triangular and are very close to the cylinder. Finally, the two shapes sit on top of a short pole, like a lollipop. "
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,12,no,"It looks like the claw of a crane game but the claw is facing up and holding a long oval. More specifically there is a large long oval sitting on top of a sphre, attached at the center through two handles"
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,30,no,"There are four hearts all attached at the sharp point, and in addition, there are two other shapes that connect to it. It kind of looks like a four leaf clover but if there were like the wheels of chairs but with two pointy ends on it attached "
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,21,no,It looks like a horizontally stretched butterfly. there is an hourglass shape with a long rectangular box on both sides of the hourglass shape.
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,24,yes,It looks like a bead on a string 
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,3,no,hexagonal shape on top of a 3D hazard sign 
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,26,no,It looks familiar but I can't quite place it. It's a sphere with three buttons on it. 
ceb7830b-0d7f-4d89-81dc-4bb3f5f941a1,14,no,on top of three rectangular boxes there's a roof that has a sausage like object cutting through it vertically 
